0,79541
1,34093
2,75958
3,34093
4,34093
5,34093
6,34093
7,34093
8,20120
9,34093
10,34093
11,34093
12,34093
13,34093
14,34093
15,34093
16,20120
17,43603
18,78883
19,59938
20,75956
21,51068
22,24828
23,48597
24,71451
25,81463
26,51677
27,71611
28,75566
29,24828
30,20978
31,29653
32,21013
33,69388
34,47569,48084
35,19983
36,42338
37,53717
38,28591
39,28597
40,76057
41,70206
42,18793
43,23428
44,43858
45,29509
46,29509,62089
47,77192
48,21444
49,66703
50,62852
51,22850
52,8652
53,29509,62089
54,31233
55,68796
56,52904
57,53480
58,60448,76134
59,44438
60,35243
61,77192
62,77192,62095
63,77192
64,77192
65,29509
66,23693
67,29509
68,44703
69,29509
70,77192
71,3798
72,72961
73,3797
74,3799
75,497
76,496
77,74600
78,1512,38439
79,59565
80,7420
81,40303
82,52887
83,27763
84,8409
85,21770
86,56119
87,75958
88,75958
89,40303
90,56119
91,23471
92,35243
93,77192
94,36047
95,45813
96,22420
97,18882
98,18882
99,35787
100,56127
101,6268
102,67039
103,21962
104,24325
105,60592
106,27763
107,40303
108,65960
109,20756
110,21720
111,40299
112,40303
113,29509,62089
114,27201
115,21719
116,20756
117,24325
118,24321
119,24331
120,56119
121,35097
122,35096
123,65581
124,6945
125,29489
126,66703
127,21720
128,72990
129,48024
130,21720
131,55951
132,80494
133,75806
134,40303
135,7734
136,30900
137,15430
138,35097
139,52887
140,21963
141,40303
142,40299
143,29621
144,35097
145,55423
146,52660
147,55080
148,55081
149,29621
150,35787
151,77192,62089
152,21719
153,24325
154,20426
155,52887
156,67039
157,24325
158,21963
159,55081
160,30218
161,39679
162,52660
163,21720
164,21012,56099
165,30218
166,20756
167,35243
168,35242
169,39679
170,21963
171,22642
172,20756
173,20756
174,29621
175,24325
176,77192
177,56219
178,25303
179,15311
180,21720
181,52904
182,21444
183,54168
184,55423
185,82070
186,13746
187,13746
188,55423
189,617
190,29509
191,35243
192,15311
193,75510
194,8652
195,56119
196,43355
197,25303
198,72966
199,21720
200,21719
201,59891
202,43104
203,29509,62089
204,67039
205,72990
206,35097
207,52887
208,67462
209,39678
210,39679
211,66703
212,64747
213,7658
214,7658
215,35243
216,48957
217,21443
218,64747
219,33928
220,79419
221,33711
222,52660
223,60620
224,68544
225,19649
226,68678
227,3701
228,3705
229,3695
230,72961
231,21720
232,56219
233,68544
234,33327
235,48957
236,21963
237,55081
238,49182
239,235
240,55951
241,26082
242,56219
243,79942
244,24325
245,46385
246,55951
247,38091
248,29489
249,6945
250,794
251,68668
252,6952
253,61254
254,52887
255,24321
256,20756
257,22643
258,22645
259,39049
260,36381
261,6941
262,35097
263,12045
264,39054
265,39048
266,6952
267,35243
268,67039
269,40303
270,76330
271,1319
272,46760
273,55022
274,1324
275,61254
276,31656
277,60216
278,608
279,67849
280,28486
281,76958
282,31976
283,32456
284,32988
285,40752
286,40752
287,40752
288,37532
289,59286
290,70033
291,56701
292,81095
293,19623
294,52675
295,53150
296,55051
297,57617
298,52675
299,40752
300,77641
301,81080
302,28028
303,46431
304,5190
305,15816
306,44816
307,44826
308,56171
309,44703
310,76782
311,21963
312,55951
313,65959
314,24325
315,41878
316,41882
317,41879
318,56189
319,21963
320,44703
321,51396
322,19634
323,27763,29780
324,14307
325,57109
326,24325
327,45826
328,21963
329,7657
330,61086
331,65960
332,6867
333,39679
334,55081
335,29621
336,7658
337,62512
338,37623
339,40299
340,40303
341,29509
342,42436
343,77192
344,24325
345,72990
346,14489
347,14489
348,22643
349,22645
350,55081
351,27763
352,61254
353,49817
354,13088
355,11277
356,7658
357,81781
358,29197
359,52887
360,52886
361,52887
362,30618
363,19796
364,19649
365,19649
366,30618
367,34198
368,11668
369,66703
370,75942
371,24325
372,27762
373,24325
374,55951
375,21963
376,9215
377,54979
378,65764
379,49817
380,15310
381,29509
382,75958
383,7734
384,30900
385,18520
386,65763
387,29509
388,29509,62089
389,75958
390,11476
391,11475
392,66703
393,702,15812
394,603
395,39803
396,50273
397,70166,70759
398,21443
399,28774
400,49817
401,702
402,409
403,59903
404,64747
405,29553
406,41903
407,32645
408,65663
409,603
410,26122
411,61009
412,24325
413,24321
414,1704
415,5765
416,8209
417,55022
418,77192
419,72966
420,41879
421,61902
422,61902
423,36381
424,18844
425,62918
426,2947
427,21444,58798
428,68796
429,3705,45839
430,5483,6917
431,39797
432,41878
433,41879
434,40303
435,40299
436,29509
437,24325
438,61622,9640
439,61621
440,35243
441,24321
442,24325
443,52887
444,52887
445,42436,72990,1417
446,24321
447,56917
448,57109
449,20756
450,20756
451,55951
452,24199
453,35097
454,40303
455,6378
456,41879
457,24325
458,24325
459,40303
460,51397
461,35492
462,67039
463,30900
464,5666
465,724
466,21443
467,75958
468,31457
469,45813
470,21443
471,33688
472,33688
473,33688
474,62015
475,77192
476,29509,62089
477,69102
478,66040
479,61991
480,51502
481,21720
482,21719
483,49817
484,81781
485,283
486,277
487,28262
488,489
489,55022
490,52887
491,46385
492,56119,62089
493,24199
494,496
495,497
496,724
497,723
498,81781
499,58815,41284
500,53480,60611,21996
501,26966
502,63017
503,39803,81525
504,55081
505,55080
506,29621
507,20889
508,46304
509,3701
510,6766
511,64747
512,66703
513,28862
514,81129
515,58690
516,71493
517,30586
518,40012,19231
519,68448
520,81746
521,29509
522,68678
523,51396
524,35243
525,45419
526,45419
527,20082
528,20082
529,65959
530,27763
531,51397
532,29509
533,1990
534,20120
535,44953
536,51396
537,33797,29197
538,55081
539,52887
540,40299
541,40303
542,40303
543,52887
544,77192,62089
545,24199
546,72892
547,20641
548,49910
549,28140
550,37768
551,70320
552,43342
553,50189
554,55453
555,81541
556,61254
557,55403
558,64747
559,6298
560,48210
561,21963
562,21720
563,43121
564,35097
565,51396
566,64747
567,1319
568,17496
569,24199
570,27763
571,77192
572,35243
573,20426
574,62701
575,3281
576,41879
577,27762
578,27763
579,29509
580,51396
581,8551
582,79645
583,79648
584,39679
585,55951
586,66703
587,70763
588,24325
589,21963
590,40303
591,65960
592,24379,76134,31041,3754,67582,5012
593,21962
594,20426
595,20425
596,40299
597,40303
598,67039
599,5350
600,5350
601,75510
602,50296
603,48210
604,48210
605,21938
606,29555
607,20310
608,5485
609,80394
610,39553
611,39553
612,33928
613,59380
614,21938
615,59380
616,66341
617,56133
618,35787
619,26387
620,30188
621,2080
622,73341
623,19634
624,20087
625,70033
626,21396
627,22671
628,23054
629,51462
630,23689
631,24385
632,24428
633,23559
634,25132
635,26281
636,47455
637,28862
638,30147
639,31902
640,31916
641,81079
642,32704
643,32766
644,33094
645,34959
646,79640
647,37279
648,37344
649,37582
650,74067
651,40411
652,46444
653,72680
654,41047
655,41398
656,21361
657,63898
658,43148
659,45813
660,78024
661,44758
662,11863
663,45346
664,61705,46285
665,46516
666,46567
667,74815
668,50426
669,51867
670,78017
671,52664
672,52687
673,53286
674,53405
675,53982
676,54625
677,59169
678,54779
679,55395
680,57617
681,41484
682,51019
683,59405
684,60213
685,66592
686,46753
687,21842
688,65353
689,33080
690,37344
691,81129
692,77661
693,40878
694,66792
695,67479
696,70012
697,71028
698,71055
699,71074
700,74067
701,72903
702,72961
703,61218
704,78024
705,57289
706,78351
707,80340
708,80354
709,80358
710,80389
711,24302
712,80927
713,80932
714,81055
715,81394
716,81520
717,43766
718,21745
719,41264
